Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
6,28,81,0,"0,01",0,0,"0,01",33,38
9,25,82,"0,04",0,0,0,"0,04",32,37
3,19,83,"0,03","1,05","0,02","0,3","1,4",30,40
4,19,83,"0,25","0,75","0,08","0,26","1,34",30,40
4,19,83,"0,12","0,74","0,11","0,24","1,2",30,40
4,19,83,"0,31","0,56","0,03","0,2","1,1",30,40
4,19,83,"0,27","0,57","0,01","0,2","1,06",31,40
4,19,83,"0,16","0,66",0,"0,23","1,05",30,40
4,19,83,"0,12","0,63","0,05","0,23","1,04",30,40
4,19,83,"0,27","0,52",0,"0,19","0,99",31,40
9,23,83,"0,36","0,45","0,02","0,1","0,93",32,39
8,19,83,"0,02","0,8","0,02","0,07","0,91",30,40
4,23,83,"0,23","0,46","0,05","0,17","0,91",32,39
9,19,83,"0,18","0,59","0,01","0,1","0,88",30,40
1,19,83,"0,15","0,62",0,"0,11","0,87",30,38
9,19,83,"0,33","0,44","0,01","0,09","0,87",30,40
9,19,83,"0,38","0,4",0,"0,09","0,87",30,40
9,19,83,"0,32","0,39",0,"0,09","0,8",31,40
3,18,83,"0,36","0,28",0,"0,09","0,73",30,38
9,19,83,"0,11","0,5","0,01","0,09","0,72",30,40
9,19,83,"0,23","0,4","0,01","0,08","0,72",31,40
5,19,83,"0,09","0,45","0,03","0,1","0,67",30,38
3,23,83,"0,27","0,21",0,"0,07","0,56",32,37
3,21,83,"0,27","0,21",0,"0,07","0,55",30,37
4,19,83,"0,01","0,42","0,03","0,09","0,54",30,39
7,19,83,"0,08","0,29",0,"0,16","0,52",30,38
9,19,83,"0,1","0,34",0,"0,05","0,49",30,40
3,19,83,"0,23","0,18",0,"0,06","0,47",31,39
5,19,83,"0,07","0,28",0,"0,06","0,42",30,40
4,19,83,"0,07","0,26","0,02","0,06","0,41",30,38
9,29,83,"0,34","0,03","0,01","0,03","0,4",31,39
4,19,83,"0,07","0,22","0,01","0,08","0,38",30,40
1,19,83,"0,1","0,22",0,"0,04","0,37",33,37
1,22,83,"0,11","0,22",0,"0,04","0,37",31,38
9,22,83,"0,15","0,14",0,"0,03","0,32",31,39
4,23,83,"0,06","0,14","0,07","0,05","0,32",32,38
4,19,83,"0,07","0,19",0,"0,06","0,32",30,38
9,23,83,"0,28","0,01",0,"0,02","0,32",32,38
4,22,83,"0,11","0,15",0,"0,06","0,32",31,39
9,19,83,"0,09","0,18",0,"0,04","0,31",30,38
9,19,83,"0,01","0,27",0,"0,02","0,3",30,39
3,26,83,"0,14","0,11",0,"0,04","0,29",31,39
9,23,83,"0,23","0,04",0,"0,02","0,29",31,37
9,23,83,"0,1","0,14","0,01","0,03","0,28",32,38
9,19,83,"0,08","0,16",0,"0,03","0,27",30,39
3,19,83,"0,13","0,1",0,"0,03","0,27",31,40
9,19,83,"0,07","0,17",0,"0,02","0,27",30,38
2,28,83,"0,24",0,0,"0,02","0,26",33,37
10,19,83,"0,09","0,15",0,"0,02","0,25",30,38
4,23,83,"0,21","0,01",0,"0,02","0,24",31,37
4,19,83,"0,08","0,11",0,"0,04","0,24",30,38
9,19,83,"0,08","0,13",0,"0,02","0,23",33,39
9,19,83,"0,08","0,13",0,"0,02","0,23",30,38
4,23,83,"0,17","0,01",0,"0,02","0,2",32,38
6,19,83,0,"0,15",0,"0,04","0,19",30,40
4,19,83,"0,05","0,09","0,01","0,03","0,18",30,39
4,19,83,"0,02","0,12",0,"0,03","0,18",33,39
9,28,83,"0,14","0,01",0,"0,01","0,16",32,37
14,19,83,"0,07","0,08",0,"0,02","0,16",30,37
3,21,83,"0,08","0,06",0,"0,02","0,15",31,39
6,19,83,0,"0,13",0,"0,03","0,15",31,40
3,23,83,"0,07","0,06",0,"0,02","0,15",31,37
6,19,83,"0,01","0,11",0,"0,02","0,15",30,40
3,28,83,"0,07","0,05",0,"0,02","0,14",31,39
10,19,83,"0,05","0,08",0,"0,01","0,14",30,40
3,21,83,"0,07","0,05",0,"0,02","0,14",31,39
16,19,83,"0,03","0,07","0,01","0,02","0,13",30,38
11,26,83,"0,1","0,03",0,0,"0,13",31,39
4,22,83,"0,07","0,03",0,"0,02","0,12",31,39
4,23,83,"0,05","0,05",0,"0,02","0,11",32,37
9,23,83,"0,07","0,03",0,"0,01","0,11",32,37
11,19,83,"0,08","0,02",0,0,"0,1",30,40
4,28,83,"0,06","0,03",0,"0,01","0,1",32,37
6,19,83,0,"0,09",0,"0,01","0,1",30,38
1,22,83,"0,08",0,0,"0,01","0,1",31,38
9,19,83,"0,03","0,05",0,"0,01","0,09",30,39
4,23,83,"0,07","0,01",0,"0,01","0,09",32,37
3,19,83,"0,04","0,03",0,"0,01","0,08",33,40
11,21,83,"0,06","0,02",0,0,"0,08",31,39
2,24,83,"0,07",0,0,"0,01","0,07",33,37
11,28,83,"0,05","0,02",0,0,"0,07",31,39
6,23,83,"0,01","0,04",0,"0,01","0,07",32,38
9,23,83,"0,06","0,01",0,"0,01","0,07",32,37
6,19,83,0,"0,06",0,"0,01","0,06",30,40
6,19,83,0,"0,05",0,0,"0,06",30,38
6,23,83,"0,02","0,03",0,"0,01","0,06",32,39
6,19,83,0,"0,05",0,"0,01","0,05",30,40
11,19,83,"0,04","0,01",0,0,"0,05",30,39
2,23,83,"0,03","0,01",0,0,"0,05",30,39
13,28,83,"0,04","0,01",0,0,"0,05",31,39
2,19,83,"0,04",0,0,0,"0,05",30,39
6,19,83,0,"0,04",0,"0,01","0,05",31,40
11,19,83,"0,04","0,01",0,0,"0,05",30,40
11,23,83,"0,03","0,01",0,0,"0,04",31,38
6,19,83,0,"0,03",0,"0,01","0,04",30,40
11,29,83,"0,03","0,01",0,0,"0,04",31,38
11,19,83,"0,03","0,01",0,0,"0,04",30,40
11,19,83,"0,03","0,01",0,0,"0,04",31,40
11,19,83,"0,03","0,01",0,0,"0,03",33,40
6,19,83,0,"0,03",0,0,"0,03",30,40
6,22,83,0,"0,03",0,0,"0,03",31,39
3,22,83,"0,02","0,01",0,0,"0,03",30,37
7,19,83,"0,03",0,0,0,"0,03",31,40
6,19,83,0,"0,02",0,0,"0,02",30,39
6,19,83,0,"0,02",0,0,"0,02",30,40
6,19,83,0,"0,02",0,0,"0,02",30,38
6,19,83,0,"0,02",0,0,"0,02",30,38
6,29,83,0,"0,02",0,0,"0,02",31,40
6,19,83,0,"0,02",0,0,"0,02",33,40
6,26,83,0,"0,02",0,0,"0,02",31,39
1,19,83,"0,02",0,0,0,"0,02",31,37
6,19,83,0,"0,01",0,0,"0,02",30,40
6,23,83,0,"0,01",0,0,"0,01",32,38
3,19,83,"0,01",0,0,0,"0,01",30,38
6,29,83,0,"0,01",0,0,"0,01",33,37
6,23,83,0,"0,01",0,0,"0,01",32,37
6,28,83,0,"0,01",0,0,"0,01",32,37
6,27,84,0,"0,02",0,0,"0,02",31,40
9,27,85,"0,18",0,"0,01","0,01","0,2",31,39
4,27,85,"0,05","0,03","0,06","0,02","0,16",31,37
4,27,85,"0,09",0,"0,04","0,01","0,14",31,37
5,27,85,0,0,"0,02",0,"0,02",31,37
9,23,86,"0,04",0,0,0,"0,05",31,37
3,19,87,"0,66","0,52","0,15","0,17","1,5",30,39
8,27,87,"0,3","0,2","0,3","0,06","0,87",31,40
3,18,87,"0,11","0,09",0,"0,03","0,22",30,37
4,21,87,"0,2",0,0,"0,02","0,22",33,40
9,21,87,"0,11",0,0,"0,01","0,12",33,40
14,21,87,"0,1",0,0,"0,01","0,11",33,38
3,29,87,"0,03","0,03",0,"0,01","0,07",31,38
11,21,87,"0,03","0,01",0,0,"0,05",30,38
3,25,87,"0,02","0,02",0,"0,01","0,04",31,38
7,24,87,"0,03",0,0,0,"0,04",33,37
2,24,87,"0,02",0,0,0,"0,03",33,37
6,28,88,0,"0,01",0,0,"0,02",31,39
1,22,89,"0,54","0,55",0,"0,13","1,23",33,38
7,22,89,"0,23","0,31",0,"0,18","0,71",33,38
9,23,89,"0,22","0,2","0,01","0,05","0,48",32,39
4,23,89,"0,23","0,16","0,01","0,07","0,47",32,39
1,22,89,"0,25","0,14",0,"0,04","0,44",33,38
2,22,89,"0,39",0,0,"0,03","0,42",33,37
2,27,89,"0,37",0,0,"0,03","0,4",33,37
4,23,89,"0,04","0,02","0,27","0,01","0,35",32,38
2,24,89,"0,28",0,"0,03","0,02","0,34",33,40
1,24,89,"0,26",0,0,"0,02","0,29",33,39
9,22,89,"0,11","0,09",0,"0,02","0,22",33,38
4,23,89,"0,06","0,04","0,08","0,02","0,2",31,38
9,23,89,"0,1","0,04","0,03","0,01","0,19",31,38
1,22,89,"0,17",0,0,"0,01","0,18",31,37
9,20,89,"0,1","0,06",0,"0,02","0,18",33,37
2,24,89,"0,14",0,0,"0,01","0,16",33,39
9,23,89,"0,06","0,03","0,05","0,01","0,15",32,38
2,27,89,"0,13",0,0,"0,01","0,15",30,38
4,23,89,"0,09","0,02",0,"0,01","0,13",31,37
9,22,89,"0,11","0,01",0,"0,01","0,13",32,37
9,23,89,"0,1","0,01",0,"0,01","0,12",31,37
3,24,89,"0,06","0,05",0,"0,02","0,12",33,39
2,24,89,"0,11",0,0,"0,01","0,12",33,39
1,22,89,"0,11",0,0,"0,01","0,12",32,37
3,22,89,"0,06","0,04",0,"0,01","0,11",33,37
3,22,89,"0,05","0,04",0,"0,01","0,11",33,37
1,22,89,"0,1",0,0,"0,01","0,11",33,37
1,21,89,"0,08","0,01",0,"0,01","0,09",33,37
9,22,89,"0,04",0,"0,03",0,"0,08",31,38
2,23,89,"0,07",0,0,"0,01","0,08",33,40
14,23,89,"0,04","0,02",0,"0,01","0,07",30,37
16,22,89,0,0,"0,06",0,"0,06",31,38
1,22,89,"0,05",0,0,0,"0,05",33,37
7,24,89,"0,04",0,0,0,"0,05",30,39
7,22,89,"0,04",0,0,0,"0,04",32,39
7,24,89,"0,01",0,0,0,"0,02",33,40
9,22,90,"1,48","0,69",0,"0,2","2,37",32,39
4,22,90,"1,08","0,73","0,15","0,31","2,27",32,39
9,22,90,"1,01","0,5","0,01","0,13","1,66",32,40
1,18,90,"0,96","0,2",0,"0,11","1,27",30,37
4,22,90,"0,57","0,41","0,09","0,19","1,26",32,39
9,22,90,"0,44","0,26","0,01","0,07","0,78",32,37
4,28,90,"0,3","0,14","0,2","0,06","0,7",32,39
4,27,90,"0,22","0,22","0,08","0,09","0,61",32,38
4,22,90,"0,26","0,19","0,07","0,09","0,6",32,38
2,24,90,"0,5",0,0,"0,04","0,55",30,38
9,27,90,"0,29","0,16","0,04","0,05","0,54",32,39
5,23,90,"0,08","0,22","0,03","0,05","0,38",32,37
11,29,90,"0,24","0,07",0,"0,01","0,32",32,40
9,28,90,"0,2","0,06","0,03","0,02","0,31",32,40
6,26,90,0,"0,25",0,"0,04","0,3",33,39
4,22,90,"0,05","0,15",0,"0,05","0,25",31,37
4,22,90,"0,12","0,03","0,05","0,03","0,23",32,38
6,27,90,0,"0,19",0,"0,03","0,22",32,38
4,27,90,"0,04","0,13","0,01","0,04","0,22",32,37
6,22,90,"0,12","0,07",0,"0,03","0,22",32,40
1,28,90,"0,09","0,1",0,"0,02","0,21",32,38
9,22,90,"0,07","0,11",0,"0,02","0,21",31,37
6,22,90,"0,06","0,11",0,"0,02","0,19",32,40
9,27,90,"0,07","0,11",0,"0,01","0,19",32,38
6,22,90,"0,11","0,06",0,"0,02","0,19",32,40
5,25,90,"0,09","0,02","0,05","0,02","0,18",31,39
1,24,90,"0,04","0,12",0,"0,02","0,17",30,38
9,19,90,"0,15",0,0,"0,02","0,17",30,38
5,22,90,"0,05","0,07","0,02","0,02","0,16",32,38
10,23,90,"0,07","0,08",0,"0,01","0,16",32,37
11,29,90,"0,11","0,03",0,"0,01","0,15",32,39
9,27,90,"0,05","0,08",0,"0,01","0,14",32,38
6,27,90,0,"0,11",0,"0,02","0,14",32,39
7,29,90,"0,09","0,02",0,"0,02","0,13",31,38
9,22,90,"0,08","0,02","0,01","0,01","0,12",32,38
4,19,90,"0,08","0,02",0,"0,02","0,12",33,38
6,28,90,0,"0,1",0,"0,02","0,11",31,39
9,29,90,"0,09","0,02",0,"0,01","0,11",32,37
4,26,90,"0,07","0,03",0,"0,01","0,11",31,37
4,19,90,"0,09",0,0,"0,02","0,11",30,38
4,27,90,"0,03","0,04","0,03","0,01","0,1",32,37
6,28,90,0,"0,08",0,"0,02","0,1",30,38
9,19,90,"0,08","0,02",0,"0,01","0,1",33,38
14,25,90,"0,07","0,02",0,"0,01","0,1",33,37
9,18,90,"0,05","0,03",0,"0,01","0,09",30,37
9,26,90,"0,06","0,02",0,"0,01","0,09",31,37
6,27,90,0,"0,08",0,0,"0,09",32,38
4,27,90,"0,02","0,05",0,"0,01","0,08",32,37
4,22,90,"0,04","0,03",0,"0,01","0,08",32,37
2,24,90,"0,07",0,0,"0,01","0,08",30,37
6,26,90,"0,02","0,05",0,"0,01","0,08",31,38
7,18,90,"0,07",0,0,"0,01","0,07",31,37
6,22,90,0,"0,07",0,"0,01","0,07",32,38
9,22,90,"0,03","0,04",0,"0,01","0,07",32,37
10,22,90,"0,04","0,03",0,"0,01","0,07",32,38
5,20,90,"0,05",0,0,"0,01","0,07",33,37
9,27,90,"0,02","0,04",0,0,"0,06",32,37
10,27,90,"0,04","0,01",0,"0,01","0,06",32,39
9,19,90,"0,04","0,01",0,"0,01","0,06",32,37
6,23,90,"0,02","0,03",0,0,"0,05",32,37
9,27,90,"0,03","0,02",0,0,"0,05",32,37
2,28,90,"0,04","0,01",0,0,"0,05",31,39
5,22,90,0,"0,04",0,"0,01","0,05",32,38
4,19,90,"0,02","0,01",0,"0,01","0,04",32,37
12,20,90,"0,03","0,01",0,0,"0,04",33,37
6,26,90,"0,02","0,01",0,0,"0,04",31,37
6,28,90,0,"0,03",0,0,"0,04",31,38
6,23,90,0,"0,03",0,"0,01","0,04",32,39
10,20,90,"0,03",0,0,0,"0,03",33,37
6,29,90,0,"0,02",0,0,"0,03",32,39
6,26,90,0,"0,02",0,0,"0,03",31,39
6,29,90,0,"0,02",0,0,"0,02",31,39
1,24,90,"0,02",0,0,0,"0,02",30,38
11,22,90,"0,02",0,0,0,"0,02",31,39
7,19,90,"0,02",0,0,0,"0,02",31,37
6,27,90,0,"0,02",0,0,"0,02",32,37
10,22,90,0,"0,01",0,0,"0,01",32,38
6,19,90,0,"0,01",0,0,"0,01",33,38
15,26,91,"0,04","0,01",0,0,"0,05",31,38
15,27,91,"0,02","0,01",0,0,"0,03",31,39
15,18,91,"0,01",0,0,0,"0,01",31,39
1,26,92,"0,26",0,0,"0,02","0,28",31,37
1,19,92,"0,12",0,0,"0,01","0,13",30,37
2,19,92,"0,07",0,0,"0,01","0,07",30,37
2,23,92,"0,03",0,0,0,"0,04",31,38
2,21,92,"0,01",0,0,0,"0,01",31,38
6,23,92,"0,01",0,0,0,"0,01",31,38
5,24,93,0,"0,03",0,"0,01","0,04",33,40
7,23,94,"0,03",0,0,0,"0,04",31,38
6,29,95,0,"0,01",0,0,"0,01",31,37
1,20,96,"2,04","0,63","0,12","0,22",3,30,39
9,19,96,"1,38","0,84",0,"0,25","2,47",30,40
1,21,96,"1,04","0,66",0,"0,18","1,88",30,37
2,22,96,"1,33","0,37",0,"0,15","1,84",30,40
1,22,96,"0,73","0,67",0,"0,15","1,56",33,39
9,22,96,1,"0,34",0,"0,13","1,47",33,39
9,22,96,"0,54","0,39",0,"0,09","1,03",33,39
1,22,96,"0,65","0,28",0,"0,1","1,02",33,38
4,22,96,"0,51","0,32",0,"0,16","0,99",33,39
4,22,96,"0,36","0,43",0,"0,16","0,95",33,39
4,19,96,"0,42","0,33",0,"0,14","0,89",30,40
15,22,96,"0,6","0,22",0,"0,01","0,83",30,37
15,28,96,"0,54","0,2",0,"0,01","0,76",30,37
2,27,96,"0,66","0,02",0,"0,06","0,74",30,38
4,22,96,"0,17","0,41",0,"0,15","0,73",31,37
15,22,96,"0,48","0,18",0,"0,01","0,67",30,38
3,20,96,"0,32","0,25",0,"0,08","0,65",33,38
14,22,96,"0,29","0,28",0,"0,06","0,62",33,39
12,22,96,"0,35","0,22",0,"0,05","0,62",33,39
4,22,96,"0,3","0,22",0,"0,09","0,61",33,38
9,19,96,"0,32","0,23",0,"0,06","0,6",33,40
1,22,96,"0,35","0,18",0,"0,05","0,58",33,39
9,22,96,"0,37","0,14",0,"0,05","0,57",33,38
1,28,96,"0,19","0,31",0,"0,06","0,56",33,37
9,22,96,"0,32","0,15",0,"0,04","0,51",30,37
2,27,96,"0,36","0,11",0,"0,04","0,51",33,38
1,28,96,"0,25","0,21",0,"0,05","0,51",33,38
4,22,96,"0,21","0,18",0,"0,08","0,47",30,37
15,28,96,"0,33","0,12",0,"0,01","0,47",33,38
15,20,96,"0,33","0,12",0,"0,01","0,46",30,39
1,22,96,"0,39","0,02","0,01","0,04","0,45",31,37
1,21,96,"0,42",0,0,"0,03","0,45",30,39
1,22,96,"0,19","0,2",0,"0,05","0,44",33,38
3,22,96,"0,36","0,01",0,"0,06","0,43",31,38
9,21,96,"0,39","0,01",0,"0,03","0,43",30,37
7,22,96,"0,15","0,17",0,"0,1","0,42",31,38
4,22,96,"0,27","0,09",0,"0,05","0,42",31,37
3,22,96,"0,2","0,16",0,"0,05","0,42",31,37
3,22,96,"0,2","0,15",0,"0,05","0,4",31,38
4,21,96,"0,28","0,06",0,"0,04","0,38",30,37
1,22,96,"0,31","0,02",0,"0,03","0,36",31,38
3,28,96,"0,17","0,13",0,"0,04","0,34",33,38
15,19,96,"0,24","0,09",0,"0,01","0,34",30,37
9,22,96,"0,29","0,02",0,"0,03","0,34",31,37
15,20,96,"0,24","0,09",0,"0,01","0,33",30,38
4,22,96,"0,15","0,11",0,"0,05","0,32",33,38
9,22,96,"0,24","0,05",0,"0,02","0,31",31,37
7,28,96,"0,25",0,0,"0,02","0,28",31,37
2,28,96,"0,23","0,01",0,"0,02","0,26",31,38
9,28,96,"0,18","0,05",0,"0,02","0,25",33,37
2,28,96,"0,21","0,01",0,"0,02","0,23",30,38
1,21,96,"0,19","0,03",0,"0,02","0,23",33,37
12,22,96,"0,13","0,07","0,01","0,02","0,23",30,37
4,22,96,"0,13","0,06",0,"0,03","0,22",33,38
9,28,96,"0,14","0,05",0,"0,02","0,21",30,37
12,26,96,"0,14","0,04",0,"0,02","0,2",30,37
11,22,96,"0,15","0,04",0,"0,01","0,2",31,39
1,27,96,"0,16","0,02",0,"0,01","0,19",33,39
4,28,96,"0,12","0,04",0,"0,02","0,19",33,37
1,22,96,"0,17",0,0,"0,01","0,19",33,38
2,22,96,"0,15","0,01",0,"0,01","0,18",33,38
9,22,96,"0,16","0,01",0,"0,01","0,18",31,37
4,22,96,"0,14","0,01",0,"0,02","0,17",31,37
9,22,96,"0,11","0,05",0,"0,01","0,17",33,38
10,21,96,"0,11","0,03",0,"0,02","0,16",33,39
15,20,96,"0,1","0,04",0,0,"0,14",33,39
2,20,96,"0,11","0,01",0,"0,01","0,13",30,38
7,23,96,"0,1",0,0,"0,02","0,12",30,39
7,19,96,"0,08","0,02",0,"0,02","0,12",33,38
11,28,96,"0,06","0,02",0,0,"0,09",33,38
6,22,96,"0,06",0,0,0,"0,07",31,37
11,22,96,"0,04","0,01",0,0,"0,06",31,38
6,19,96,0,"0,04",0,"0,01","0,04",33,39
2,24,96,"0,01","0,02",0,0,"0,04",30,39
6,22,96,"0,03",0,0,0,"0,04",33,39
3,20,97,"0,02","0,02",0,"0,01","0,05",30,38
6,28,97,0,"0,04",0,0,"0,04",31,38
11,23,97,"0,03","0,01",0,0,"0,04",32,38
11,23,97,"0,02","0,01",0,0,"0,02",31,38
2,28,97,"0,02",0,0,0,"0,02",30,37
6,23,97,0,"0,02",0,0,"0,02",32,40
2,21,98,"0,08",0,0,"0,01","0,08",30,37
9,27,99,"0,18","0,04",0,"0,02","0,24",32,38
9,23,99,"0,14","0,02","0,01","0,01","0,18",32,37
4,22,99,"0,07","0,06","0,01","0,03","0,17",32,37
9,22,99,"0,08","0,05",0,"0,01","0,15",32,37
9,27,99,"0,09","0,03",0,"0,01","0,13",31,37
4,27,99,"0,07","0,03",0,"0,01","0,12",31,37
6,28,99,"0,02","0,05",0,"0,01","0,08",31,39
6,27,99,"0,01","0,05",0,"0,01","0,07",32,39
6,27,99,0,"0,04",0,"0,01","0,05",31,38
6,22,99,0,"0,03",0,"0,01","0,03",32,37
6,27,99,0,"0,02",0,"0,01","0,03",32,39
6,27,99,0,"0,02",0,0,"0,02",32,37
6,29,99,0,0,0,0,"0,01",30,39
5,19,100,"0,07",0,0,"0,02","0,08",30,38
4,23,101,"0,07","0,06",0,"0,02","0,14",32,39
8,22,102,"2,29","1,97","0,13","0,24","4,63",31,40
4,22,102,"2,24","1,31","0,07","0,61","4,24",31,40
9,22,102,"2,21","0,95","0,02","0,31","3,49",31,40
3,22,102,"1,36","1,15","0,04","0,41","2,96",32,40
4,22,102,"0,45","0,55","0,05","0,22","1,26",31,39
3,22,102,"0,61","0,48",0,"0,16","1,25",31,37
11,22,102,"0,76","0,38",0,"0,05","1,19",32,40
4,22,102,"0,57","0,32","0,09","0,16","1,14",32,40
9,22,102,"0,53","0,42","0,01","0,11","1,07",31,39
8,22,102,"0,58","0,4",0,"0,07","1,04",31,40
6,22,102,"0,96","0,07",0,0,"1,03",32,40
1,22,102,"0,12","0,62",0,"0,11","0,85",31,39
3,23,102,"0,39","0,31",0,"0,1","0,8",32,40
8,22,102,"0,23","0,15","0,29","0,05","0,71",32,37
3,23,102,"0,34","0,27",0,"0,09","0,7",31,40
11,23,102,"0,29","0,33",0,"0,01","0,64",31,40
3,19,102,"0,3","0,24",0,"0,08","0,62",31,38
3,25,102,"0,3","0,23",0,"0,08","0,6",32,37
7,22,102,"0,21","0,22",0,"0,13","0,57",31,39
3,22,102,"0,27","0,21",0,"0,07","0,55",32,40
3,22,102,"0,26","0,2",0,"0,07","0,53",32,39
3,22,102,"0,25","0,19","0,02","0,06","0,52",31,40
3,22,102,"0,13","0,1","0,25","0,03","0,51",32,39
3,22,102,"0,25","0,19",0,"0,06","0,5",32,40
7,22,102,"0,09","0,24",0,"0,12","0,46",31,38
1,22,102,"0,13","0,27",0,"0,05","0,45",31,38
13,23,102,"0,34","0,09",0,"0,01","0,44",31,40
3,23,102,"0,21","0,17",0,"0,06","0,43",31,40
3,23,102,"0,35","0,01",0,"0,06","0,42",32,37
9,22,102,"0,12","0,22",0,"0,05","0,39",31,39
3,22,102,"0,19","0,15",0,"0,05","0,39",32,38
9,22,102,"0,29","0,06","0,01","0,03","0,39",32,40
9,22,102,"0,27","0,07","0,01","0,03","0,37",31,40
1,22,102,"0,16","0,16",0,"0,04","0,37",33,39
4,22,102,"0,14","0,15",0,"0,06","0,34",33,39
2,22,102,"0,16","0,15",0,"0,04","0,34",33,38
11,23,102,"0,26","0,07",0,"0,01","0,34",32,39
3,26,102,"0,17","0,13",0,"0,04","0,34",31,38
11,23,102,"0,25","0,07",0,"0,01","0,33",32,40
9,29,102,"0,17","0,11","0,01","0,03","0,32",31,39
6,22,102,0,"0,28",0,"0,05","0,32",31,40
1,27,102,"0,27","0,02",0,"0,02","0,31",33,39
9,22,102,"0,12","0,14",0,"0,03","0,29",33,39
3,25,102,"0,14","0,11",0,"0,04","0,28",32,37
3,23,102,"0,05","0,04","0,17","0,01","0,28",31,38
3,19,102,"0,13","0,1",0,"0,03","0,27",30,38
9,29,102,"0,21","0,02",0,"0,02","0,26",31,39
3,27,102,"0,13","0,1",0,"0,03","0,26",31,38
3,19,102,"0,11","0,09",0,"0,03","0,23",31,37
7,27,102,"0,2","0,01",0,"0,02","0,22",31,39
2,23,102,"0,2",0,0,"0,02","0,22",32,37
11,23,102,"0,16","0,05",0,"0,01","0,22",32,37
3,28,102,"0,11","0,08",0,"0,03","0,22",30,38
3,19,102,"0,11","0,08",0,"0,03","0,21",31,38
3,22,102,"0,1","0,08",0,"0,03","0,21",32,40
3,22,102,"0,1","0,08",0,"0,03","0,21",31,39
9,23,102,"0,08","0,09",0,"0,02","0,19",32,37
11,22,102,"0,14","0,04",0,"0,01","0,19",32,39
2,22,102,"0,15","0,02",0,"0,01","0,19",31,38
3,23,102,"0,09","0,07",0,"0,02","0,19",32,38
4,23,102,"0,05","0,1",0,"0,03","0,19",32,37
11,22,102,"0,14","0,04",0,"0,01","0,19",32,39
8,22,102,"0,1","0,07",0,"0,01","0,18",32,40
3,29,102,"0,09","0,07",0,"0,02","0,18",31,38
11,22,102,"0,13","0,04",0,"0,01","0,17",32,40
11,25,102,"0,13","0,04",0,"0,01","0,17",32,37
11,23,102,"0,12","0,04",0,"0,01","0,17",32,37
3,21,102,"0,07","0,06",0,"0,02","0,15",31,37
11,19,102,"0,11","0,03",0,"0,01","0,15",31,38
11,22,102,"0,11","0,03",0,"0,01","0,14",32,40
9,22,102,"0,1","0,03","0,01","0,01","0,14",32,39
3,18,102,"0,07","0,05",0,"0,02","0,14",30,37
8,28,102,"0,07","0,05",0,"0,01","0,13",30,39
11,22,102,"0,1","0,03",0,0,"0,13",31,40
13,22,102,"0,1","0,03",0,0,"0,13",32,40
3,19,102,"0,06","0,05",0,"0,02","0,13",31,38
11,22,102,"0,08","0,02",0,0,"0,11",31,39
13,23,102,"0,08","0,02",0,0,"0,11",33,37
1,20,102,"0,1",0,0,"0,01","0,11",31,39
3,25,102,"0,04","0,03","0,02","0,01","0,1",31,37
1,23,102,"0,09",0,0,"0,01","0,1",30,39
11,19,102,"0,07","0,02",0,0,"0,09",31,38
3,23,102,"0,04","0,04",0,"0,01","0,09",32,39
3,22,102,"0,04","0,03",0,"0,01","0,09",31,39
2,27,102,"0,08",0,0,"0,01","0,09",33,37
1,22,102,"0,08",0,0,"0,01","0,09",31,37
9,23,102,"0,05","0,03",0,"0,01","0,09",32,37
7,24,102,"0,07",0,0,"0,01","0,08",33,37
4,23,102,"0,04","0,03",0,"0,01","0,08",32,37
13,18,102,"0,06","0,02",0,0,"0,08",30,39
11,19,102,"0,06","0,02",0,0,"0,08",31,37
13,22,102,"0,06","0,02",0,0,"0,08",31,39
6,22,102,0,"0,06",0,"0,01","0,08",31,40
2,24,102,"0,05","0,02",0,"0,01","0,08",30,39
11,29,102,"0,05","0,02",0,0,"0,07",31,38
9,23,102,"0,05","0,01",0,"0,01","0,07",33,37
2,22,102,"0,04","0,02",0,"0,01","0,07",31,37
1,22,102,"0,04","0,01","0,01",0,"0,06",32,37
2,23,102,"0,06",0,0,0,"0,06",31,39
3,23,102,"0,03","0,02",0,"0,01","0,06",31,37
9,22,102,"0,05",0,0,0,"0,06",31,37
3,23,102,"0,03","0,02",0,"0,01","0,06",32,39
1,21,102,"0,05",0,0,0,"0,05",30,37
2,26,102,0,"0,04",0,"0,01","0,05",30,38
3,23,102,"0,02","0,02",0,"0,01","0,04",31,39
6,29,102,0,"0,04",0,0,"0,04",31,39
6,29,102,0,"0,04",0,0,"0,04",31,38
1,23,102,"0,03",0,0,0,"0,04",33,37
6,22,102,0,"0,03",0,"0,01","0,03",31,40
6,22,102,0,"0,03",0,"0,01","0,03",32,40
15,22,102,"0,02","0,01",0,0,"0,03",33,39
6,29,102,0,"0,02",0,0,"0,03",31,39
11,23,102,"0,02","0,01",0,0,"0,02",32,39
2,24,102,0,"0,01",0,0,"0,02",30,38
6,22,102,0,"0,02",0,0,"0,02",33,39
11,23,102,"0,01",0,0,0,"0,02",32,39
7,23,102,0,"0,01",0,0,"0,02",32,39
6,29,102,0,"0,02",0,0,"0,02",31,39
11,23,102,"0,01",0,0,0,"0,02",31,39
6,22,102,0,"0,01",0,0,"0,02",31,40
6,22,102,0,"0,01",0,0,"0,02",32,39
